index,text,label
978,"o comedie oan gang scurta. gang-ul ii forteaza pe spanky sa-si urmareasca fratii mai mici. grija pentru aceste babies forgotten se dovedeste a fi destul de o corvoada, lasand mama mica, fara nici o alta alegere decat sa vina cu niste solutii ingenioase pentru problema copiilor-sedere ... spanky este in gloria sa in acest film mic hilar, cu siguranta cel mai bun. evidentiati: spanky relata complotul filmului tarzan pe care l-a vazut recent la audienta copiilor. oamenii de film vor recunoaste vocea lui billy gilbert in drama de radio.",1
979,"recomand
multumit",1
980,am fost si e foarte frumos din punct de vedere al efectelor speciale si al povestii. nu ai cum sa nu te indragostesti de ei.,1
981,"am auzit oameni care spun ca acest film este plictisitor de plictisitor. nu cred ca ei urmaresc filmul potrivit. acesta nu este filmul de actiune prototipic, multumim lui dumnezeu. aceasta este o drama psihologica despre incepator si mentorul sau care se intampla doar despre uciderea oamenilor. in felul acesta functioneaza extrem de bine, cu performante extraordinare de la berenger si zane (care nu face somnambul prin film ca si in alte roluri - de fapt, el pare sa se comporte). am fost dezamagit cu actiunea spre sfarsit - multe dintre ele nu au avut prea mult sens si nu au fost satisfacatoare avand in vedere acumularea de restul filmului. dar priveste fata lui zane pe masura ce se panica, singur, in timp ce berenger face munca murdara.",1
982,"acesta este un film bun, pot sa il vad oricand. rauol julia a dat o performanta remarcabila, l-am pierdut prea repede. richard dryfus este un mare talent. singurul lucru de care avea nevoie mai mult era dana delany, ce gagica!",1
983,"mi-a placut acest film! era tot ce nu puteam sa ma descurc in lacrimi in timp ce il urmaream, dar este intr-adevar foarte inaltator. am fost impresionat de spectacolul lui ray liotta, dar mai ales de talentul lui tom hulce, care ilustra fratele gemene al lui ray, care este lent din cauza unui eveniment tragic si teribil din copilarie. dar caracterul lui tom, desi sfaramandu-l, nu stie nici o mila de sine si este atat de plin de speranta si de viata. acesta este un film grozav, nu ratati!",1
984,"aceasta a fost prima televiziune speciala a lui barbra streisand si este ""trebuie sa vada"" pentru orice fan al lui streisand. chiar si fanii non-streisand se vor bucura de aceasta piesa de divertisment extrem de energica si distractiva. explozivii de genul asta vin doar o data in viata. sclipitor!",1
985,"acest film este motivul pentru care am gasit acest site. nu am putut gasi acest film in alta parte! sunt atat de bucuros ca am gasit-o aici! am vazut-o la televizor inainte si am vrut cu disperare sa o gasim si sa cumparam si sa avem mai multi prieteni interesati sa-l cumparam. un alt poster a comentat ca este plictisitor, desi trebuie sa spun ca nu este. mai ales daca sunteti un cal, veti iubi acest film. caii sunt minunati, bine instruiti si filmul este bine facut. cu siguranta o vom cumpara pentru biblioteca noastra de acasa dvd. vom recomanda acest lucru prietenilor nostri. legatura dintre om si cal in acest film a fost atat de inspirata si te-a facut sa vrei sa petreci mai mult timp cu caii tai. acesta este cu siguranta un film pe care il vom urmari de mai multe ori.",1
986,"""inainte ca diavolul sa stie ca esti mort"" este unul dintre cele mai bune filme pe care le-am vazut intr-o perioada lunga de timp. actorul de la excelentul ansamblu este incredibil. philip seymour hoffman pune o performanta remarcabila si se electrifica de fiecare data cand se afla pe ecran. ethan hawke ii potriveste scena pentru scena, iar albert finney mesteca ecranul. marisa tomei este, totusi, insuficient utilizata in mod criminal, dar arata minunata pentru cei 42 de ani. scenariul este excelent, povestea este neliniara, dar destul de usor de urmat. sidney lumet, desi nu este cunoscut pentru protagonistii sai, a dat dovada de o bijuterie cu asta!",1
987,"continua in aceeasi maniera, doar ca parca ii lipseste ceva...insa chiar si asa m-a amuzat destul",1
988,"performanta lui john candy intr-o singura crima este probabil cea mai buna lui vreodata. a fost filmul meu preferat de cand a iesit. am petrecut 5 ani cautand-o. este cat de buna este. daca nu sunteti de acord, asta este opinia voastra. bucurate de film.",1
989,"acesta este unul dintre filmele mele favorite kung-fu si este considerat unul dintre cei mai apreciati frati shaw de la sfarsitul anilor '70. intriga este interesanta si conturatoare, personajele sunt racoroase fiecare cu propriul lor stil - broasca, sarpe, soparla etc. actiunea este limitata in comparatie cu alte filme chang cheh / venoms dar ceea ce este acolo este interesant cu diferite stiluri kung-fu pe afiseaza de la diferite caractere. recomand acest film celor care cred ca toti fratii shaw, in special filmele lui chang cheh sunt aceiasi, majoritatea filmelor sale se concentreaza, de obicei, pe cele 10 tigre si conflictele shaolin vs manchu. acest film este respiratia de aer proaspat in comparatie.",1
990,"un joc placut, care ofera un joc distractiv si usor de jucat si o capacitate echitabila de replay. a ramane adevarat la comic si ofera o curba scazuta de invatare da acestui joc ceva ce nu este vazut in majoritatea cartuselor de actiune de astazi. de asemenea, scenele de naratiune si animatie folosite (desi animatiile lungi sunt inlocuite de prezentari de diapozitive cu versiunea nintendo 64), utilizeaza avantajele maxime ale capabilitatilor platformelor.",1
991,unul din cele mai bune filme aparute vreodata ......,1
992,"recomand
excelent raport calitate-pret, durata baterie, rezolutie ecran, camera foto performanta",1
993,,1
994,"excelent
telefonul este excelent. nu am nicio problema prea grava cu el, decat ca mi s-a autoactualizat la ios 11.2 si imi cam da batai de cap, mai bine ramanea la 9.3.3 (parerea mea).

poze bune, sunet clar in apeluri si muzica, accesorii incluse.

recomand cu mare caldura!",1
995,"e un film colosal, pe care trebuie sa il vezi minim o data la 5 ani, nu poti sa ceri mai mult de la un film. e probabil cel mai cunoscut film de pe glob, mai cunoscut decat godfather sau alte filme de pe imdb, un film pe soundtrack-ul caruia au plans milioane de oameni. poveste partial adevarata, poveste de dragoste cum nu va mai aparea curand in vreun film. abia dupa 13 ani a fost depasit ca incasari de un film... surpriza, regizat de aceeasi persoana si acut pe multe milioane de euro. bravo, astept ziua in care sa mai apara un film de acelasi impact (avatar nu e, pentru ca nu putem sa comparam preturile de atunci cu cele de acum). baiat sau fata, barbat sau femeie nu ai cum sa nu fii emotionat dupa ce urmaresti titanic.",1
996,superb filmul:x am plans la el si m-a impresionat asa cum putine filme au reusit...,1
997,am avut cosmaruri de la filmul asta e foarte bun mie chiar mi-a placut,1
998,"foarte multumit
cea mai buna boxa portabila",1
999,"cea mai frumoasa triologie din toate timpurile
merita sa te uiti de cate ori ai ocazia",1
1000,din ce am vazut in trailer mia placut...sper sa nu fie dezamagitor :),1
1001,"imi place foarte mult acest film deoarece este si de dragoste si horror si drama, dupa mine este filmul perfect!!! trebuie vazut,!!",1
1002,"am vazut avatar 3d si merita toti banii,a fost superb!!!!",1
1003,nu am ce sa zic... 10/10. de fiecare data cand il vad nu ma pot abtine sa nu plang :)),1
1004,,1
1005,"cel de-al doilea episod oficial al seriei ""columbo"" (""murder by the book"", filmat mai tarziu, a lovit mai intai undelor). robert culp, care se va potrivi cu detectivul lui peter falk pe mai multe rate viitoare, este teribil ca seful unei agentii de detectivi particulari sofisticati, care ucide sotia unui client atunci cand refuza sa se alature schemei de santaj. cele doua stele sunt bine potrivite in acest exercitiu inteligent de pisica si soarece, care este unul dintre cele mai bune din serie.",1
1006,"gandalf, eragon, harry potter, sau voldemort, galbatorix, si saruman cine este cel mai puternic vrajitor din lume? nici unul dintre ei. urmareste-l pe cel mai puternic vrajitor din lumea fantasy pe www.freefantasybooks.com . primul roman fantasy bazat pe actiune de pana acum.",1
1007,l-am vazut si e la fel de bun ca primul...cu toate k filmul apare pe 3 iunie eu va pot spune siteul unde lam vazut ptr cei care doriti;) http://filme-online-gratis.com/blog/category/filme-2011/,1
1008,"acesta este un film foarte cool! imi amintesc ca am vazut prima oara cand eram foarte tanara si am vazut-o tot timpul ca o data pe saptamana ... shadow a fost personajul meu preferat in film. homeward bound este cu adevarat amuzant si este foarte cool cum antreneaza animalele pentru a face toate aceste lucruri. parti ale filmului sunt trista (cum ar fi atunci cand sassy,   pisica, cade in cascada si cand shadow cade in gaura la sfarsit.) am vazut cel de-al doilea bondament bond, dar trebuie sa spun ca nu este la fel de bun ca primul. umbra este cea inteligenta, sassy este, bine, sassy,   si chance este idiotul amuzant. recomand acest film oricui ii plac comediile sau vorbeste animalele. acesta este unul dintre primele mele zece filme preferate!",1
1009,"foarte multumit
a fost cel mai bun telefon pana la aparitia lui iphone 6s.",1
1010,"tocmai am vazut acest lucru recent, dupa un interval de aproape patruzeci de ani. e bine, mai ales cantece remarcabile ale lui lionel bart. (""cine va cumpara"" cu un contrapunct magic, doar unul dintre multele standouts.) nu sunt de acord cu celalalt post care a decrimat ratingul g. sistemul de rating, nou in acel moment, nu a intentionat niciodata ca ratingul g (general) sa insemne ""complet lipsit de conflict"". caracterizandu-l ca fiind inadecvat pentru copii imi aminteste de descrierea pe care am vazut-o odata vrajitorul din oz: o fata ajunge intr-o tara ciudata si omoara pe prima persoana pe care o intalneste. apoi merge pe o calatorie cu trei calatori de masculin si omoara din nou.",1
1011,"nu sunt un scriitor foarte bun, asa ca o sa tin scurt. world at war este cel mai bun documentar al celui de-al doilea razboi mondial pe care l-am vazut. am vazut diferite documentare ale celui de-al doilea razboi mondial (nu numai engleza / america de nord) si acest documentar pare cel mai complet documentar al celui de-al doilea razboi mondial pe care l-am vazut. cred ca ar putea vorbi mai mult despre marea depresiune si de ce / cum a ajuns hitler la putere, dar face o treaba foarte buna la acoperirea razboiului. pare a fi complet si obiectiv / corect pentru toata lumea. nu exagereaza sau diminueaza rolurile diferitelor natiuni. are o multitudine de imagini originale, inclusiv imagini color si numerosi martori oculari (a fost facuta in anii 70 cand au mai trait multe). are muzica si narator excelent. all-in-all i-am dat pe acest pe 10/10, pentru ca e atat de bine. (nu am vazut specialitati in versiunea dvd, asa ca nu pot sa coment pe acestea)",1
1012,"excelent!
am citit aberatii despre picioruse instabile... sunet slab: oameni buni, aveti furtuna in casa??... sau vreti sa dati concert cu el??.. cine vrea sunet, ataseaza un sistem extern, el este doar un led de dormitor, nici macar de sufragerie!!.. daca ti se pare instabil, prinde-l de perete!
pro: imagine, conectare la net.
minusuri: cand faceti cautarea automata a canalelor, bifati ""altele, nu ups sau digi, altfel, nu se pot edita canalele, in sensul stergerii unora dintre ele sau renumerotarii lor.",1
1013,"foarte multumit
cu un 4720hq laptopul porneste in 5 secunde.",1
1014,"un super film,cu efecte speciale minunate,care chiar m-a captivat din prima,si actorii au fost uimitori.",1
1015,"recomand
produsul este ok.",1
1016,"am vazut-o pentru prima data in cinematograf, cand a iesit, iar multimea a fost cu adevarat in filmul care a facut din experienta cu atat mai distractiv. aceasta este o mare casta de personaje, multe nume mari in ea, dintre care cateva nu erau la fel de recunoscute ca acum. cred ca este o idee grozava daca urmati vreunul dintre acesti actori sau le-ati iubit in alte filme, pentru a le adauga la lista dvs. vizionata. unele dintre scene ma reamintesc de tipul de comedie bine facuta ca si in the birdcage sau chiar the clue, un fel de comedie ciudata aparent spontana, cu o livrare cu adevarat profesionala de la acesti actori dragi. filmul a facut o treaba excelenta, oferindu-va o intelegere, poate chiar foarte realista, in cultura unui sapun in timpul zilei.",1
1017,"din trailere...numai laude,in special la adresa acestui regizor.in privinta sfarsitului lumii ipoteze sunt sute,mii...sa asteptam nu...avem alte optiuni?",1
1018,"cel mai bun raport pret calitate
este un telefon superb din toate punctele de vedere.",1
1019,inca mai am cateva nelamuriri.am vazut filmul la cinema si astept sa apar si pe net ca sa il mai pot vedea o data,1
1020,"acesta este un film foarte bun, sub-evaluat de actiune / drama / si film putin istoric. povestea de baza se refera la imprumutul lui rob roy de 1000 de lire sterline, furtul sau si problemele pe care le provoaca pentru familia sa si indirect cunningham (tim roth) este un personaj uimitor si personaj in aceasta poveste. frumoasa frig si daca privesti fata lui, pare sa fie capabil sa-si taie ochii si sa arate complet rau. rob roy (liam neeson) este si el excelent, dar cred ca scriitorii au folosit cuvantul "" onoare ""de prea multe ori. restul cast este puternic, iar intregul film este foarte bine actionat si filmat. actiunea este incitanta si jocul sabie foarte realist, dar nu prea rau. povestea este buna si chiar vrei rob sa castige. toti in toate sunt doar timizi ai unui clasic.",1
1021,"personal, iubesc absolut acest film si romanul (am citit prima carte si am decis sa vad filmul). in primul rand, complotul este cu adevarat original si unic. actorul este, de asemenea, minunat si iubesc distributia. judd crandall (joaca fred gwynne) se potriveste perfect cu rolul lui si il vinde cu adevarat. exista, de asemenea, cateva linii de cornisa aruncate acolo (idk daca ar fi vrut sa fie corni), dar intr-adevar vor usura starea de spirit si de a oferi un ras bun. atmosfera maine este intr-adevar un loc perfect pentru a filma acest film si va atrage de-a lungul filmului. nu numai ca va va placea, dar veti dori sa o vedeti din nou si din nou, va recomand acest 100% pentru orice fan de groaza!",1
1022,"chiller ciudat, dar tulburator din punct de vedere emotional, despre barbatii de varsta mijlocie (william h. macy) care in cele din urma decide sa paraseasca afacerea de familie (crima de inchiriat) condusa de tatal sau (donald sutherland), in timp ce vede un psihiatru ) si flirteaza cu alt pacient (neve campbell). vorbeste despre o dilema majora, dar ""panic"" este un thriller de prima ora care arata ca ""beauty american"" intalneste ""the professional"". macy si sutherland sunt aici. debut remarcabil pentru scriitorul / regizorul pentru prima data henry bromell. sunt surprins ca acest film nu a avut sansa de a ramane in teatre timp de mai mult de doua saptamani.",1
1023,"nu totul este spus in aceasta prima caracteristica excelenta de la celine sciamma. prietenia, ""dorinta de a se potrivi"", primele sentimente sexuale ... toate acestea si multe altele sunt sublimate prin scenele de inot subacvatice de sincrod. <br /> <br /> toate cele trei fete din film incearca sa gaseasca si exprima personalitatea lor intr-un mod foarte diferit. este o abordare mult mai putin violenta in intelegerea anilor adolescentei in comparatie cu, de exemplu, ""treisprezece"", dar o calatorie foarte valoroasa. trebuie sa vedeti si va rugam sa lasati toate preconceptiile cinematografice americane la usa. coloana sonora este a +. bine cinema!",1
1024,"jake speed   (1986) a fost o parodie amuzanta a indiana jones si alte filme aventurier care au fost populare in anii optzeci. wayne crawford joaca rolul lui jake speed, un aventurier care se lupta intotdeauna cu cei rai oriunde merge. cu ajutorul asistentului sau, desmond floyd (dennis christopher), se afla in cautarea unei actiuni (si a unor linii de poveste decente). duo-ul intalneste o tanara pe nume margaret (karen kopins), care a fost rapita de un raufacator rau alb (john hurt). poate ea sa-l gaseasca si sa o convinga pe jake si pe desmond sa o ajute sa-i salveze pe fratele ei? un film sapos si branzos, care nu se preface ca este ceva ce nu este. trebuie sa-i dau o recomandare. asta daca va bucurati de filme care place sa se distreze si de cei care nu iau totul la valoarea nominala. recomandat.",1
1025,"super
super ok produsul
avand in vedere ca a fost la resigilate",1
1026,........... va ramane the best of the best ............. :x,1
1027,"raport excelent calitate pret
am cumparat produsul numai pentru functia de bluetooth(telefonul meu are un difuzor defect si... inlocuirea lui ma costa de patru ori mai mult), am descoperit ulterior celelalte functii.....",1
1028,"uite-i pe eva longoria si paul rudd intr-un film despre o prietena moarta care bantuie noua prietena. e vorba de gabrielle de la disperate housewives si de tipul care purta ""sex panther koln"" in anchorman. daca va asteptati la un film nominalizat la globul de aur, atunci trebuie sa va reganditi cum va uitati la filme. cu toate acestea, daca sunteti dispus sa suspendati realitatea timp de 90 de minute si doriti sa urmariti un film amuzant, atunci ati ajuns la locul potrivit. caracterele sunt amuzante. ei lucreaza impreuna foarte bine. meciul real este paul rudd si lake bell. este la fel de amuzant ca si prietenii si a fost amuzanta si aratata bine in acelasi timp. m-am dus cu sotia mea, sa bucurat de ea si la fel.",1
1029,"unul ar trebui sa fie foarte jaded, intr-adevar, sa nu fie adus in aceasta bijuterie a unui film (si am vazut sute de filme hindi si bollywood, de asemenea). actorii, setarile frumoase, locatiile si imprejurimile, emotiile adanci descrise, cantecele dulci (in special vocea cantatoare a lui udit narayan, preferatul meu) - totul era minunat. elementul uman (imperfect) a fost de asemenea tesut, pentru a crea ceva drama si a conduce complotul, precum si pentru a permite o rezolutie inimaginabila. alok nath este un actor atat de teribil, atat de deschis cu emotiile personajelor pe care le portreteste, aproape ca fura spectacolul de la tinerii tineri. recomand acest film tuturor celor care iubesc adevaratele romantisme - cele care merg dincolo de frumusetea superficiala pana la dragostea reala - ca unul dintre cele mai bune filme acolo, hindi sau altfel!",1
1030,"frunze multiple multiple pe coloana vertebrala! sunt surprins ca sunt oameni care nu le-a placut! am vazut-o la ora 10 dimineata si inca m-am speriat rigid! si am vazut sute de thrillere / filme de groaza! pentru ca strig cu voce tare, sunt 22! vreau sa spun, ok, vocea actioneaza, nu foarte buna, probabil chiar si b-film-ish. dar aspectul real al terorii, efectele sonore, fluxul! de la inceput, va loveasca din nou si din nou cu scene terifiante neobosite si neiertatoare! atat de multe cliseuri, dar nici unul nu reuseste sa surprinda / sperie! stii ca vine, vine, vine, boo! si inca sariti de pe scaun. luati o perna si o patura, chemati-va pe cel mai apropiat prieten si nu il urmariti noaptea! palarii pe la japonezi!",1
1031,"recomand
totul a fost in ordine.",1
1032,"leona lewis - i see you
http://www.youtube.com/watch?v=igjsxrcxsmo",1
1033,"recomand
multumita de raportul calitate pret",1
1034,"acesta este un exemplu excelent despre ceea ce se poate face pe un film cu buget mic. actorul este excelent avand in vedere scenariul si toata atmosfera filmului este foarte preocupanta. gore-ul este bine facut si folosit cu usurinta (atentie la moartea excelenta a firelor ghimpate) si actiunea este pumnica cand este folosita. este adevarat ca in scenariu exista uneori linii urgente, dar in comparatie cu alte filme care au acelasi buget (sau mai mare!), este greu de remarcat. in general, acest lucru este recomandat. crede-ma, e mai bine decat pare! 8/10",1
1035,"mi-a placut acest film, poate pentru ca nu am vazut nicio recenzie, etc. a fost incantator si un pic de ""oarecare"". nu stiu de ce nu a facut mai mult de o stropire decat a facut-o. in ceea ce priveste povestea, m-as putea referi la unele aspecte ale personajului paul reiser si i-as putea ""vedea pe tatal meu"" in caracterul lui falk. ma facut sa-mi amintesc o multime de timpuri trecute cand eram copil si ascultand si bunicii mei. daca v-ati bucurat de filme precum grumpy old men sau on golden pond, acesta este filmul tau. un ""dormitor"", dupa parerea mea, si una din acele povesti bune. peter falk si paul reiser au avut multe minunate batai verbale, dar nimic nu a fost depasit. as spune ca e cel putin 8 ori mai mare.",1
1036,"l-am vazut acum 30 min .. e misto mai ales secventa in care nu reusea sa porneasca bentley ..la care yury , taceti ""motorule .. porneste "" =)))",1
1037,filmul e excelen.mai ales ca vorbeste despre ceva care chiar sa intamplat nota 900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
1038,"atentie, contine spoiler-uri usoare!

christopher nolan este regizorul deceniului, fara indoiala! cu filme ca memento (2000), the prestige (2006) si cele doua filme din reboot-ul seriei batman (batman begins in 2005 si the dark knight in 2008), nolan isi merita cu prisosinta aceasta distinctie. nu a dezamagit, practic, niciodata, iar calitatile sale de scenarist il ajuta enorm in imbinarea povestii promitatoare cu punerea in scena a ei. iata ca in 2010, dupa succesul rasunator cu the dark knight, inception se impune ca unul dintre cele mai bune filme ale acestui an.

si de aceasta data, nolan ne arata ca poti sa creezi un film cu adevarat inteligent, profund si original si cu un buget mare, presat de nevoia de a investi in efecte speciale, in scene de actiune, in casting de prima clasa care sa atraga spectatori. filmul isi merita banii pe deplin si poate sa... citeste",1
1039,"mi-a placut acest film. a fost destul de cool. are totul: masini, impuscaturi cu arma, lupte si chiar o fata simbolica. nu exceleaza in niciunul dintre aceste lucruri, cu exceptia masinilor. un pic de impuscaturi, un pic de lupta, un pic de smooching in jurul valorii de, si lot de masina, cu o chase mare langa capat. saritul, poate spuneti, este impracticabil, dar in opinia prietenilor buni de aici, la imdb este posibil, deci filmul nu este la fel de rau ca si cum o picteaza oamenii. ea are o anumita calitate si mi-a placut sa ma uit la ea. de fapt, am iubit filmul. si nu aveam nevoie sa-mi inchid creierul sa-l priveasca. nu ma gandeam mereu ""este posibil acest lucru?"" sau trampul de genul asta. 9 in 10.",1
1040,abia astept sa vad filmu suna bine titlu si am cv ureche muzicala.... o sa imi placa....sau ce putin asa cred:d,1
1041,,1
1042,"doamne ce efecte, ce sunet, ce imagine. si mult mai tare daca te uiti seara sau la cinema in 3d.",1
1043,"cu un buget minim, un timp de functionare de opt minute si o mare cantitate de imaginatie, nacho vigalondo a realizat unul dintre cele mai emotionante pantaloni scurti pe care l-am vazut vreodata. subtilitatea scenariului este cu adevarat remarcabila, deoarece nu da sfarsitul pana in ultima clipa. nu lasati pe nimeni sa va spuna despre ce este vorba, de vreme ce veti fi capabil sa se bucure de ea mult mai mult. nacho vigalondo este descoperirea anului pentru spectacolul sau unic: directionarea, scrierea si actionarea in acest scurt format este cel mai remarcabil efort pe care l-am vazut de-a lungul anilor. de asemenea, acordati atentie performantei lui marta belenguer, fotografiile ei de reactie sunt incredibile. <br /> <br /> nota generala: 8/10",1
1044,"doi vrajitori se lupta in cea de-a patra dimensiune, unul (brian thompson ca un kabal) incercand sa distruga pamantul, celalalt (jeffrey combs ca anton mordrid) incercand sa-l salveze ""doctor mordrid"" este o placere fantezie placuta branza. parcela este destul de proasta, iar gorele este complet absent, dar filmul este foarte scurt si distractiv. asadar, daca ai timp suficient sa omori, da-i unuia un aspect. rating-ul meu: 7 din 10.",1
1045,"acest spectacol a inceput cu mari episoade de mister. cred ca toata lumea se afla in primele 15 sau 16 episoade. dupa aceasta, spectacolul a inceput sa joace episoade scurte cu shaggy, scooby doo si scrappy doo. cred ca hanna barbera productions a trebuit sa schimbe 20 de episoade in episoade scurte. unii actori de voce au devenit indisponibili. dupa 15 sau 16 episoade, frank welker (care a jucat fred) a devenit indisponibil. cred ca vocea lui velma se schimba dupa primele 12 episoade, pentru ca prima actrita de voce care a interpretat velma era indisponibila. reteaua a ordonat studioului hanna barbera sa faca mai multe pantaloni scurti cu shaggy, scooby doo si scrappy doo, deoarece ratingurile au fost ridicate. asa ca trebuiau sa faca mai multe pantaloni scurti. as fi vrut sa fie mistere ca 15 episoade. totusi, este un spectacol bun.",1
1046,"acest film a castigat fiecare din cele zece voturi pe care i le-am dat! multumesc baieti pentru ca ati facut un film care merita vizionat. ati aratat lumea, puteti inca sa scrieti, sa directionati, sa producati si sa jucati intr-un film negru fara stereotipurile negative. poezia a fost minunata, si palarii la poeti si muzicieni. am vazut-o noaptea trecuta, pentru ca m-am indragostit de dragul meu din nou. voi fi adaugat-o la colectia mea de filme astazi si o voi recomanda prietenilor si familiei mele. va rugam sa continuati sa produceti calitatea, nu va faceti griji cu privire la cantitatea ... <br /> < br /> va multumesc din nou, si cele mai bune urari si binecuvantari pentru tine!",1
1047,"am vazut primul film cand eram copil si m-am indragostit imediat. seturile sunt de luare a respiratiei si unele din scenariu sunt al naibii de hairi: ""sunteti fii ai unei mii de purici"". este intotdeauna aratat la televizor noaptea tarziu sau foarte devreme dimineata m-am trezit la ora 3:00 o data si tocmai a inceput. companiile de televiziune trebuie sa arate un pic mai mult respect si au pus-o in prim-duminica, astfel incat toata lumea sa poata avea sansa de a vedea aceasta lucrare frumoasa. 10/10",1
1048,"am vazut o multime de mesaje cu adevarat negative de catre cei care au scris in august, desi filmul nu a fost lansat in sua, cel putin pana la jumatatea lunii septembrie. poate ca acestia sunt expati nefericiti care traiesc in coreea de sud, care au vazut-o devreme. sunt in sua si tocmai am vazut-o astazi. am crezut ca efectele speciale erau excelente, mai bine decat remorca. povestea a fost non-occidentala, dar cred ca suntem cu totii obisnuiti cu asta din multe alte filme. nu era deloc greu de urmat. actorul a fost slab, dar ceilalti au fost destul de buni. a fost si umor. am evaluat-o la 8, pentru ca am avut o buna vizionare, de unde am mers.",1
1049,"epic, legendar, magnific, capodopera, nemaintalnit.
este acolo cu filme ca aliens, predator, blade runner, titanic, terminator, (si nu nu o sa tre labatar) adica filme care si la 20 si la 30 de ani de la realizare, incanta ochiul cu cu efectele speciale folosite nemaipomenit, povestea bine conturata, si realizare apropiata de perfectie.",1
1050,"facuta de fratii francezi jules si giddeon naudet si povestiti de robert de niro si pompierul james hanlon, aceasta este o poveste fascinanta si plina de inima despre cum straluceste cea mai intunecata zi din new york. am vazut prima oara cand am fost un tanar naiv de 12 ani si la acea varsta totusi mi-a atins. stiind cat de serios a fost cu adevarat 9/11, acest lucru a largit intregul efect din 11 septembrie. am descoperit cine sunt eroii, cum au fost compuse viata de zi cu zi si cum isi pun viata pe linie intr-o situatie in care majoritatea oamenilor ar alerga si ar salva singuri. acesti barbati curajosi si-au pus viata pe linie si privindu-ma, acest lucru mareste admiratia mea pentru ei. ai grija daca poti, acesta este cel mai bun documentar pe care l-am vazut personal.",1
1051,"bun... recomand!
astazi am cumparat acest tv este simplu de umblat pe el arata foarte bine culori frumoase.... este super!",1
1052,"un parfum bun
sunt foarte multumit",1
1053,"doamne ce echipa fac baietii astia,sunt senzationali. este o super comedie cu intorsaturi peste intorsaturi, si ce mai , filmul este un candidat serios la titlul de cel mai bun film de comedie al anului.nu trebuie ratat cu nici un pret.",1
1054,"peter bogdonavich a facut o serie de filme cu adevarat minunate, iar they all laughed este unul dintre cele mai bune. distributia nu ar putea fi mai bine echipata pentru a juca aceasta comedie usoara, dar usor amaruie. interesant este faptul ca bogdonavich, cu atata usurinta, usor de utilizat, da filmului un nucleu emotional mai dezarmant. proaspat si imediat, filmul incepe cu absolut nicio explicatie. nu exista muzica de muzica sonora care sa ne arate. ne intalnim cu personajele in actiune si, pe masura ce bogdonavich gliseaza pe strazile din new york, filmul se desfasoara fara efort. camera lui robby muller surprinde totul cu o simplitate subevaluata, care pare accidentala, dar cu siguranta nu este. distributia este extraordinara. in orice fel, un clasic.",1
1055,"acest film misca povestea cenusareasa inainte la inceputul anilor 50 si face o buna utilizare, daca este excentrica, a insulei man ca fundal. surorile urate au devenit fete stralucitoare de engleza de varf, iar impreuna cu kathleen turner, ca mama vitrega, se imprastie in diferite costume minunate. povestea se modifica putin din versiunea traditionala: inceputul este ciudat combinat cu complotul ""regelui lear"", iar in etapele ulterioare cinderella este mai aspra decat este de obicei. arata splendid si functioneaza pe tot parcursul destul de bine, dar merge peste partea de sus uneori.",1
1056,"o celula de inchisoare - carrere, un tanar director de companie acuzat de frauda, un transsexual in varsta de 35 de ani in procesul de transformare, daisy, un cercetator idiot provocat mental de 20 de ani si lassalle, un intelectual de 60 de ani care a ucis sotia lui. in spatele unei placi de piatra din celula, care au fost desprinse misterios, au descoperit o carte: jurnalul unui fost prizonier, danvers, care a ocupat celula la inceputul secolului. jurnalul contine formule magice care, ""malefique"" este unul dintre cele mai inteligente si mai inteligente filme de groaza pe care le-am vazut anul acesta. filmul are o influenta murdara si umbroasa, influentata de lucrarile hp lovecraft, care creeaza o atmosfera foarte infioratoare si nelinistitoare. exista o cantitate destula de gore implicate in scenele de moarte imaginative si brutale, iar personajele celor patru prizonieri sunt surprinzator de bine dezvoltate. este o rusine ca eric valette a facut un remake adevarat oribil ""one missed call"" dupa debutul sau uimitor.9 din 10.",1
1057,"interesant filmul, finalul este neasteptat, lasa loc de interpretari",1
1058,,1
1059,"recomand
usor de utilizat, vioi, elegant.",1
1060,,1
1061,"foarte buna!
pro:
-raport pret calitate foarte bun
-includ un cablu aux si un cablu micro usb
-medii clare, inalte ok, bass bun ( putin distorsionat la volum mare dar macar este prezent )
-baterie foarte buna

contra:
-vocea de "" power on / off "" se aude mai tare decat la altele ( problema minora )


concluzie: cea mai bune boxa portabila sub 100 de ron. punct",1
1062,"super telefon frate
nu am cuvinte este excelent",1
1063,,1
1064,"anul acesta a fost cu totul extraordinar la ce filme au fost rulate, dar avatar e regele tuturor.
felicitari celor care au ajutat la producerea lui chiar au realizat ceva in viata asta, pot murii fericiti.",1
1065,"foarte multumit
un produs excelent!!! momentan nu am decat hot spot prin telefon insa youtube ul ruleaza si se incarca repede. merge atat prin cablu cat si prin wi fi. l-am primit ieri si nu am testat totul. televizorul are un meniu bogat, culorile sunt vii, sunetul e bun, iar imaginea e ca cristalul ( upc, fara decoder hd). samsung intotdeauna a fost si va ramane calitativ. l-am luat cu 1300 de lei si sunt f multumita.",1
